"","x"
"1",-2.96538979373872
"2",4.63398596821353
"3",-5.54264456649311
"4",4.97024151448067
"5",-3.34654985437085
"6",-0.0059244518769257
"7",-0.347101040266804
"8",1.10020589021528
"9",-0.779234293638467
"10",-0.167083727524153
"11",-0.30578516079874
"12",1.02811243693669
"13",-0.281361126026109
"14",-0.832277830064492
