"","x"
"1",-0.894027735572308
"2",-0.949341116473079
"3",0.173270618077368
"4",-0.642646937631071
"5",-0.416613540612161
"6",-0.444198771286756
"7",0.279602097347379
"8",0.450654438696802
"9",0.773234663996845
"10",-0.0243687081150711
"11",-0.256340878922492
"12",0.0197076988406479
"13",0.872384313028306
"14",0.682827400509268
"15",-1.26720567010343
"16",0.674972975626588
"17",0.985237475018948
"18",-0.101704574655741
"19",0.296565520111471
"20",0.73317237989977
"21",-0.00249962834641337
"22",0.0515686529688537
"23",-0.16470228228718
"24",-0.224660720210522
"25",0.784687981940806
"26",-0.976112884934992
"27",-0.326827811077237
"28",-0.568042270373553
"29",0.804207087494433
"30",0.611328393686563
"31",0.661738918628544
"32",0.0435826126486063
"33",0.502646975684911
"34",0.0258464217185974
"35",-0.782568722497672
"36",-0.601380813401192
